group,subject_id,AOI_0_FixationCount,AOI_0_TotalDuration,AOI_0_MeanDwellTime,AOI_1_FixationCount,AOI_1_TotalDuration,AOI_1_MeanDwellTime,None_FixationCount,None_TotalDuration,None_MeanDwellTime
ASD,6.0,8.384615384615385,2052.3846153846152,254.36402859960552,1.2307692307692308,463.2307692307692,275.0769230769231,3.6153846153846154,891.0769230769231,262.65567765567766
TD,6.5,8.142857142857142,2503.8571428571427,325.8039181057038,0.5714285714285714,137.5,97.89285714285714,1.2857142857142858,391.42857142857144,206.82142857142858
